m,n,k,p,algorithm,time,case
8964,8964,2476285,11988,CTF [47] ,2754,memory_p1
8964,8964,2476285,11988,CTF [47] ,2809.08,memory_p1
8964,8964,2476285,11988,CTF [47] ,2588.76,memory_p1
9954,9954,3053705,16384,CTF [47] ,3078,memory_p1
9954,9954,3053705,16384,CTF [47] ,3139.56,memory_p1
9954,9954,3053705,16384,CTF [47] ,2831.76,memory_p1
10076,10076,3129264,17028,CTF [47] ,4747,memory_p1
10076,10076,3129264,17028,CTF [47] ,4604.59,memory_p1
10076,10076,3129264,17028,CTF [47] ,5031.82,memory_p1
10346,10346,3298948,18432,CTF [47] ,3255,memory_p1
10346,10346,3298948,18432,CTF [47] ,3385.2,memory_p1
10346,10346,3298948,18432,CTF [47] ,2994.6,memory_p1
2052,2052,129864,128,COSMA (this work) ,396.15,memory_p1
2052,2052,129864,128,COSMA (this work) ,411.996,memory_p1
2052,2052,129864,128,COSMA (this work) ,419.919,memory_p1
2052,2052,129864,144,COSMA (this work) ,385.7,memory_p1
2052,2052,129864,144,COSMA (this work) ,377.986,memory_p1
2052,2052,129864,144,COSMA (this work) ,408.842,memory_p1
2474,2474,188623,252,COSMA (this work) ,506.34999999999997,memory_p1
2474,2474,188623,252,COSMA (this work) ,496.22299999999996,memory_p1
2474,2474,188623,252,COSMA (this work) ,460.77849999999995,memory_p1
2586,2586,206152,256,COSMA (this work) ,551.0,memory_p1
2586,2586,206152,256,COSMA (this work) ,539.98,memory_p1
2586,2586,206152,256,COSMA (this work) ,584.06,memory_p1
2586,2586,206152,288,COSMA (this work) ,544.35,memory_p1
2586,2586,206152,288,COSMA (this work) ,566.124,memory_p1
2586,2586,206152,288,COSMA (this work) ,571.5675,memory_p1
3040,3040,284952,468,COSMA (this work) ,611.8,memory_p1
3040,3040,284952,468,COSMA (this work) ,605.6819999999999,memory_p1
3040,3040,284952,468,COSMA (this work) ,568.9739999999999,memory_p1
3189,3189,313444,512,COSMA (this work) ,606.1,memory_p1
3189,3189,313444,512,COSMA (this work) ,618.222,memory_p1
3189,3189,313444,512,COSMA (this work) ,654.588,memory_p1
3258,3258,327274,576,COSMA (this work) ,670.6999999999999,memory_p1
3258,3258,327274,576,COSMA (this work) ,657.286,memory_p1
3258,3258,327274,576,COSMA (this work) ,717.6489999999999,memory_p1
3781,3781,440705,900,COSMA (this work) ,778.05,memory_p1
3781,3781,440705,900,COSMA (this work) ,785.8304999999999,memory_p1
3781,3781,440705,900,COSMA (this work) ,840.294,memory_p1
3879,3879,463842,972,COSMA (this work) ,792.3,memory_p1
3879,3879,463842,972,COSMA (this work) ,816.069,memory_p1
3879,3879,463842,972,COSMA (this work) ,752.685,memory_p1
3973,3973,486494,1024,COSMA (this work) ,702.05,memory_p1
3973,3973,486494,1024,COSMA (this work) ,723.1115,memory_p1
3973,3973,486494,1024,COSMA (this work) ,638.8655,memory_p1
4106,4106,519558,1152,COSMA (this work) ,819.8499999999999,memory_p1
4106,4106,519558,1152,COSMA (this work) ,811.6514999999999,memory_p1
4106,4106,519558,1152,COSMA (this work) ,778.8575,memory_p1
4309,4309,572362,1332,COSMA (this work) ,915.8,memory_p1
4309,4309,572362,1332,COSMA (this work) ,934.116,memory_p1
4309,4309,572362,1332,COSMA (this work) ,998.222,memory_p1
4977,4977,763426,2048,COSMA (this work) ,981.3499999999999,memory_p1
4977,4977,763426,2048,COSMA (this work) ,1000.9769999999999,memory_p1
4977,4977,763426,2048,COSMA (this work) ,893.0284999999999,memory_p1
5090,5090,798672,2196,COSMA (this work) ,1058.3,memory_p1
5090,5090,798672,2196,COSMA (this work) ,1015.968,memory_p1
5090,5090,798672,2196,COSMA (this work) ,1121.798,memory_p1
5173,5173,824736,2304,COSMA (this work) ,1107.7,memory_p1
5173,5173,824736,2304,COSMA (this work) ,1085.546,memory_p1
5173,5173,824736,2304,COSMA (this work) ,1019.0840000000001,memory_p1
5595,5595,964917,2916,COSMA (this work) ,1187.5,memory_p1
5595,5595,964917,2916,COSMA (this work) ,1140.0,memory_p1
5595,5595,964917,2916,COSMA (this work) ,1282.5,memory_p1
5859,5859,1057970,3348,COSMA (this work) ,1216.0,memory_p1
5859,5859,1057970,3348,COSMA (this work) ,1264.64,memory_p1
5859,5859,1057970,3348,COSMA (this work) ,1143.04,memory_p1
6270,6270,1211833,4096,COSMA (this work) ,1384.1499999999999,memory_p1
6270,6270,1211833,4096,COSMA (this work) ,1370.3084999999999,memory_p1
6270,6270,1211833,4096,COSMA (this work) ,1314.9424999999999,memory_p1
6517,6517,1309098,4608,COSMA (this work) ,1315.75,memory_p1
6517,6517,1309098,4608,COSMA (this work) ,1355.2225,memory_p1
6517,6517,1309098,4608,COSMA (this work) ,1434.1675,memory_p1
7575,7575,1768606,7236,COSMA (this work) ,1596.0,memory_p1
7575,7575,1768606,7236,COSMA (this work) ,1580.04,memory_p1
7575,7575,1768606,7236,COSMA (this work) ,1484.28,memory_p1
7759,7759,1855562,7776,COSMA (this work) ,1359.45,memory_p1
7759,7759,1855562,7776,COSMA (this work) ,1400.2335,memory_p1
7759,7759,1855562,7776,COSMA (this work) ,1277.883,memory_p1
7900,7900,1923708,8192,COSMA (this work) ,1393.6499999999999,memory_p1
7900,7900,1923708,8192,COSMA (this work) ,1379.7134999999998,memory_p1
7900,7900,1923708,8192,COSMA (this work) ,1463.3324999999998,memory_p1
8212,8212,2078236,9216,COSMA (this work) ,1853.4499999999998,memory_p1
8212,8212,2078236,9216,COSMA (this work) ,1909.0534999999998,memory_p1
8212,8212,2078236,9216,COSMA (this work) ,1723.7084999999997,memory_p1
8964,8964,2476285,11988,COSMA (this work) ,1492.4499999999998,memory_p1
8964,8964,2476285,11988,COSMA (this work) ,1507.3745,memory_p1
8964,8964,2476285,11988,COSMA (this work) ,1626.7704999999999,memory_p1
9954,9954,3053705,16384,COSMA (this work) ,1783.1499999999999,memory_p1
9954,9954,3053705,16384,COSMA (this work) ,1854.4759999999999,memory_p1
9954,9954,3053705,16384,COSMA (this work) ,1925.802,memory_p1
10076,10076,3129264,17028,COSMA (this work) ,1628.3,memory_p1
10076,10076,3129264,17028,COSMA (this work) ,1677.149,memory_p1
10076,10076,3129264,17028,COSMA (this work) ,1758.5639999999999,memory_p1
10346,10346,3298948,18432,COSMA (this work) ,1688.1499999999999,memory_p1
10346,10346,3298948,18432,COSMA (this work) ,1671.2685,memory_p1
10346,10346,3298948,18432,COSMA (this work) ,1536.2165,memory_p1
1759,1759,95416,128,CARMA [21] ,405.3,memory_p2
1759,1759,95416,128,CARMA [21] ,389.088,memory_p2
1759,1759,95416,128,CARMA [21] ,376.92900000000003,memory_p2
2052,2052,129864,256,CARMA [21] ,848.4000000000001,memory_p2
2052,2052,129864,256,CARMA [21] ,839.916,memory_p2
2052,2052,129864,256,CARMA [21] ,890.82,memory_p2
2360,2360,171698,512,CARMA [21] ,844.2,memory_p2
2360,2360,171698,512,CARMA [21] ,869.5260000000001,memory_p2
2360,2360,171698,512,CARMA [21] ,911.7360000000001,memory_p2
2733,2733,230218,1024,CARMA [21] ,509.25,memory_p2
2733,2733,230218,1024,CARMA [21] ,524.5275,memory_p2
2733,2733,230218,1024,CARMA [21] ,463.4175,memory_p2
3176,3176,310854,2048,CARMA [21] ,552.3000000000001,memory_p2
3176,3176,310854,2048,CARMA [21] ,530.2080000000001,memory_p2
3176,3176,310854,2048,CARMA [21] ,590.961,memory_p2
3704,3704,422986,4096,CARMA [21] ,380.1,memory_p2
3704,3704,422986,4096,CARMA [21] ,376.29900000000004,memory_p2
3704,3704,422986,4096,CARMA [21] ,345.891,memory_p2
4322,4322,575660,8192,CARMA [21] ,1074.15,memory_p2
4322,4322,575660,8192,CARMA [21] ,1063.4085,memory_p2
4322,4322,575660,8192,CARMA [21] ,1149.3405,memory_p2
5041,5041,783310,16384,CARMA [21] ,687.75,memory_p2
5041,5041,783310,16384,CARMA [21] ,673.995,memory_p2
5041,5041,783310,16384,CARMA [21] ,625.8525,memory_p2
1759,1759,95416,128,ScaLAPACK [51] ,726,memory_p2
1759,1759,95416,128,ScaLAPACK [51] ,740.52,memory_p2
1759,1759,95416,128,ScaLAPACK [51] ,682.44,memory_p2
1759,1759,95416,144,ScaLAPACK [51] ,748,memory_p2
1759,1759,95416,144,ScaLAPACK [51] ,718.08,memory_p2
1759,1759,95416,144,ScaLAPACK [51] ,792.88,memory_p2
1992,1992,122383,252,ScaLAPACK [51] ,663,memory_p2
1992,1992,122383,252,ScaLAPACK [51] ,682.89,memory_p2
1992,1992,122383,252,ScaLAPACK [51] ,609.96,memory_p2
2052,2052,129864,256,ScaLAPACK [51] ,671,memory_p2
2052,2052,129864,256,ScaLAPACK [51] ,644.16,memory_p2
2052,2052,129864,256,ScaLAPACK [51] ,637.45,memory_p2
2052,2052,129864,288,ScaLAPACK [51] ,606,memory_p2
2052,2052,129864,288,ScaLAPACK [51] ,630.24,memory_p2
2052,2052,129864,288,ScaLAPACK [51] ,563.58,memory_p2
2286,2286,161158,468,ScaLAPACK [51] ,627,memory_p2
2286,2286,161158,468,ScaLAPACK [51] ,601.92,memory_p2
2286,2286,161158,468,ScaLAPACK [51] ,658.35,memory_p2
2360,2360,171698,512,ScaLAPACK [51] ,878,memory_p2
2360,2360,171698,512,ScaLAPACK [51] ,851.66,memory_p2
2360,2360,171698,512,ScaLAPACK [51] ,939.46,memory_p2
2394,2394,176740,576,ScaLAPACK [51] ,1149,memory_p2
2394,2394,176740,576,ScaLAPACK [51] ,1194.96,memory_p2
2394,2394,176740,576,ScaLAPACK [51] ,1229.43,memory_p2
2644,2644,215502,900,ScaLAPACK [51] ,1383,memory_p2
2644,2644,215502,900,ScaLAPACK [51] ,1438.32,memory_p2
2644,2644,215502,900,ScaLAPACK [51] ,1452.15,memory_p2
2690,2690,222998,972,ScaLAPACK [51] ,951,memory_p2
2690,2690,222998,972,ScaLAPACK [51] ,970.02,memory_p2
2690,2690,222998,972,ScaLAPACK [51] ,874.92,memory_p2
2733,2733,230218,1024,ScaLAPACK [51] ,808,memory_p2
2733,2733,230218,1024,ScaLAPACK [51] ,816.08,memory_p2
2733,2733,230218,1024,ScaLAPACK [51] ,872.64,memory_p2
2793,2793,240505,1152,ScaLAPACK [51] ,791,memory_p2
2793,2793,240505,1152,ScaLAPACK [51] ,783.09,memory_p2
2793,2793,240505,1152,ScaLAPACK [51] ,751.45,memory_p2
2885,2885,256536,1332,ScaLAPACK [51] ,544,memory_p2
2885,2885,256536,1332,ScaLAPACK [51] ,533.12,memory_p2
2885,2885,256536,1332,ScaLAPACK [51] ,511.36,memory_p2
3176,3176,310854,2048,ScaLAPACK [51] ,1018,memory_p2
3176,3176,310854,2048,ScaLAPACK [51] ,1048.54,memory_p2
3176,3176,310854,2048,ScaLAPACK [51] ,1079.08,memory_p2
3224,3224,320322,2196,ScaLAPACK [51] ,600,memory_p2
3224,3224,320322,2196,ScaLAPACK [51] ,606.0,memory_p2
3224,3224,320322,2196,ScaLAPACK [51] ,570.0,memory_p2
3258,3258,327274,2304,ScaLAPACK [51] ,1542,memory_p2
3258,3258,327274,2304,ScaLAPACK [51] ,1480.32,memory_p2
3258,3258,327274,2304,ScaLAPACK [51] ,1634.52,memory_p2
3434,3434,363410,2916,ScaLAPACK [51] ,1532,memory_p2
3434,3434,363410,2916,ScaLAPACK [51] ,1501.36,memory_p2
3434,3434,363410,2916,ScaLAPACK [51] ,1669.88,memory_p2
3540,3540,386366,3348,ScaLAPACK [51] ,1050,memory_p2
3540,3540,386366,3348,ScaLAPACK [51] ,1071.0,memory_p2
3540,3540,386366,3348,ScaLAPACK [51] ,997.5,memory_p2
3704,3704,422986,4096,ScaLAPACK [51] ,460,memory_p2
3704,3704,422986,4096,ScaLAPACK [51] ,478.4,memory_p2
3704,3704,422986,4096,ScaLAPACK [51] ,496.8,memory_p2
3801,3801,445378,4608,ScaLAPACK [51] ,895,memory_p2
3801,3801,445378,4608,ScaLAPACK [51] ,859.2,memory_p2
3801,3801,445378,4608,ScaLAPACK [51] ,814.45,memory_p2
4202,4202,544241,7236,ScaLAPACK [51] ,905,memory_p2
4202,4202,544241,7236,ScaLAPACK [51] ,895.95,memory_p2
4202,4202,544241,7236,ScaLAPACK [51] ,850.7,memory_p2
4270,4270,561997,7776,ScaLAPACK [51] ,1120,memory_p2
4270,4270,561997,7776,ScaLAPACK [51] ,1086.4,memory_p2
4270,4270,561997,7776,ScaLAPACK [51] ,1041.6,memory_p2
4322,4322,575660,8192,ScaLAPACK [51] ,428,memory_p2
4322,4322,575660,8192,ScaLAPACK [51] ,432.28,memory_p2
4322,4322,575660,8192,ScaLAPACK [51] ,466.52,memory_p2
4434,4434,605991,9216,ScaLAPACK [51] ,2155,memory_p2
4434,4434,605991,9216,ScaLAPACK [51] ,2241.2,memory_p2
4434,4434,605991,9216,ScaLAPACK [51] ,1982.6,memory_p2
4701,4701,681221,11988,ScaLAPACK [51] ,1934,memory_p2
4701,4701,681221,11988,ScaLAPACK [51] ,1895.32,memory_p2
4701,4701,681221,11988,ScaLAPACK [51] ,2030.7,memory_p2
5041,5041,783310,16384,ScaLAPACK [51] ,1596,memory_p2
5041,5041,783310,16384,ScaLAPACK [51] ,1564.08,memory_p2
5041,5041,783310,16384,ScaLAPACK [51] ,1707.72,memory_p2
5082,5082,796164,17028,ScaLAPACK [51] ,2134,memory_p2
5082,5082,796164,17028,ScaLAPACK [51] ,2219.36,memory_p2
5082,5082,796164,17028,ScaLAPACK [51] ,2027.3,memory_p2
5173,5173,824736,18432,ScaLAPACK [51] ,1531,memory_p2
5173,5173,824736,18432,ScaLAPACK [51] ,1576.93,memory_p2
5173,5173,824736,18432,ScaLAPACK [51] ,1653.48,memory_p2
1759,1759,95416,128,CTF [47] ,682,memory_p2
1759,1759,95416,128,CTF [47] ,654.72,memory_p2
1759,1759,95416,128,CTF [47] ,716.1,memory_p2
1759,1759,95416,144,CTF [47] ,579,memory_p2
1759,1759,95416,144,CTF [47] ,602.16,memory_p2
1759,1759,95416,144,CTF [47] ,625.32,memory_p2
1992,1992,122383,252,CTF [47] ,794,memory_p2
1992,1992,122383,252,CTF [47] ,809.88,memory_p2
1992,1992,122383,252,CTF [47] ,849.58,memory_p2
2052,2052,129864,256,CTF [47] ,994,memory_p2
2052,2052,129864,256,CTF [47] ,954.24,memory_p2
2052,2052,129864,256,CTF [47] ,924.42,memory_p2
2052,2052,129864,288,CTF [47] ,606,memory_p2
2052,2052,129864,288,CTF [47] ,581.76,memory_p2
2052,2052,129864,288,CTF [47] ,636.3,memory_p2
2286,2286,161158,468,CTF [47] ,898,memory_p2
2286,2286,161158,468,CTF [47] ,889.02,memory_p2
2286,2286,161158,468,CTF [47] ,817.1800000000001,memory_p2
2360,2360,171698,512,CTF [47] ,1670,memory_p2
2360,2360,171698,512,CTF [47] ,1736.8,memory_p2
2360,2360,171698,512,CTF [47] ,1770.2,memory_p2
2394,2394,176740,576,CTF [47] ,1437,memory_p2
2394,2394,176740,576,CTF [47] ,1408.26,memory_p2
2394,2394,176740,576,CTF [47] ,1508.85,memory_p2
2644,2644,215502,900,CTF [47] ,2283,memory_p2
2644,2644,215502,900,CTF [47] ,2328.66,memory_p2
2644,2644,215502,900,CTF [47] ,2442.81,memory_p2
2690,2690,222998,972,CTF [47] ,2930,memory_p2
2690,2690,222998,972,CTF [47] ,2871.4,memory_p2
2690,2690,222998,972,CTF [47] ,2724.9,memory_p2
2733,2733,230218,1024,CTF [47] ,2440,memory_p2
2733,2733,230218,1024,CTF [47] ,2513.2,memory_p2
2733,2733,230218,1024,CTF [47] ,2635.2,memory_p2
2793,2793,240505,1152,CTF [47] ,2698,memory_p2
2793,2793,240505,1152,CTF [47] ,2724.98,memory_p2
2793,2793,240505,1152,CTF [47] ,2482.16,memory_p2
2885,2885,256536,1332,CTF [47] ,549,memory_p2
2885,2885,256536,1332,CTF [47] ,570.96,memory_p2
2885,2885,256536,1332,CTF [47] ,510.57,memory_p2
3176,3176,310854,2048,CTF [47] ,5390,memory_p2
3176,3176,310854,2048,CTF [47] ,5605.6,memory_p2
3176,3176,310854,2048,CTF [47] ,5659.5,memory_p2
3224,3224,320322,2196,CTF [47] ,1303,memory_p2
3224,3224,320322,2196,CTF [47] ,1342.09,memory_p2
3224,3224,320322,2196,CTF [47] ,1394.21,memory_p2
3258,3258,327274,2304,CTF [47] ,5110,memory_p2
3258,3258,327274,2304,CTF [47] ,5212.2,memory_p2
3258,3258,327274,2304,CTF [47] ,5416.6,memory_p2
3434,3434,363410,2916,CTF [47] ,6503,memory_p2
3434,3434,363410,2916,CTF [47] ,6698.09,memory_p2
3434,3434,363410,2916,CTF [47] ,6047.79,memory_p2
3540,3540,386366,3348,CTF [47] ,423,memory_p2
3540,3540,386366,3348,CTF [47] ,418.77,memory_p2
3540,3540,386366,3348,CTF [47] ,393.39,memory_p2
3704,3704,422986,4096,CTF [47] ,7171,memory_p2
3704,3704,422986,4096,CTF [47] ,7386.13,memory_p2
3704,3704,422986,4096,CTF [47] ,6597.32,memory_p2
3801,3801,445378,4608,CTF [47] ,360,memory_p2
3801,3801,445378,4608,CTF [47] ,370.8,memory_p2
3801,3801,445378,4608,CTF [47] ,342.0,memory_p2
4202,4202,544241,7236,CTF [47] ,420,memory_p2
4202,4202,544241,7236,CTF [47] ,415.8,memory_p2
4202,4202,544241,7236,CTF [47] ,441.0,memory_p2
4270,4270,561997,7776,CTF [47] ,475,memory_p2
4270,4270,561997,7776,CTF [47] ,460.75,memory_p2
4270,4270,561997,7776,CTF [47] ,437.0,memory_p2
4322,4322,575660,8192,CTF [47] ,355,memory_p2
4322,4322,575660,8192,CTF [47] ,351.45,memory_p2
4322,4322,575660,8192,CTF [47] ,323.05,memory_p2
4434,4434,605991,9216,CTF [47] ,530,memory_p2
4434,4434,605991,9216,CTF [47] ,519.4,memory_p2
4434,4434,605991,9216,CTF [47] ,577.7,memory_p2
4701,4701,681221,11988,CTF [47] ,385,memory_p2
4701,4701,681221,11988,CTF [47] ,388.85,memory_p2
4701,4701,681221,11988,CTF [47] ,350.35,memory_p2
5041,5041,783310,16384,CTF [47] ,625,memory_p2
5041,5041,783310,16384,CTF [47] ,606.25,memory_p2
5041,5041,783310,16384,CTF [47] ,568.75,memory_p2
5082,5082,796164,17028,CTF [47] ,595,memory_p2
5082,5082,796164,17028,CTF [47] ,600.95,memory_p2
5082,5082,796164,17028,CTF [47] ,559.3,memory_p2
5173,5173,824736,18432,CTF [47] ,415,memory_p2
5173,5173,824736,18432,CTF [47] ,402.55,memory_p2
5173,5173,824736,18432,CTF [47] ,452.35,memory_p2
1759,1759,95416,128,COSMA (this work) ,240.35,memory_p2
1759,1759,95416,128,COSMA (this work) ,235.543,memory_p2
1759,1759,95416,128,COSMA (this work) ,254.771,memory_p2
1759,1759,95416,144,COSMA (this work) ,241.29999999999998,memory_p2
1759,1759,95416,144,COSMA (this work) ,234.06099999999998,memory_p2
1759,1759,95416,144,COSMA (this work) ,260.604,memory_p2
1992,1992,122383,252,COSMA (this work) ,231.79999999999998,memory_p2
1992,1992,122383,252,COSMA (this work) ,234.118,memory_p2
1992,1992,122383,252,COSMA (this work) ,243.39,memory_p2
2052,2052,129864,256,COSMA (this work) ,254.6,memory_p2
2052,2052,129864,256,COSMA (this work) ,244.416,memory_p2
2052,2052,129864,256,COSMA (this work) ,272.42199999999997,memory_p2
2052,2052,129864,288,COSMA (this work) ,238.45,memory_p2
2052,2052,129864,288,COSMA (this work) ,240.8345,memory_p2
2052,2052,129864,288,COSMA (this work) ,216.9895,memory_p2
2286,2286,161158,468,COSMA (this work) ,241.29999999999998,memory_p2
2286,2286,161158,468,COSMA (this work) ,243.713,memory_p2
2286,2286,161158,468,COSMA (this work) ,258.191,memory_p2
2360,2360,171698,512,COSMA (this work) ,226.1,memory_p2
2360,2360,171698,512,COSMA (this work) ,221.578,memory_p2
2360,2360,171698,512,COSMA (this work) ,212.534,memory_p2
2394,2394,176740,576,COSMA (this work) ,251.75,memory_p2
2394,2394,176740,576,COSMA (this work) ,244.1975,memory_p2
2394,2394,176740,576,COSMA (this work) ,231.61,memory_p2
2644,2644,215502,900,COSMA (this work) ,322.05,memory_p2
2644,2644,215502,900,COSMA (this work) ,315.60900000000004,memory_p2
2644,2644,215502,900,COSMA (this work) ,338.15250000000003,memory_p2
2690,2690,222998,972,COSMA (this work) ,232.75,memory_p2
2690,2690,222998,972,COSMA (this work) ,242.06,memory_p2
2690,2690,222998,972,COSMA (this work) ,244.3875,memory_p2
2733,2733,230218,1024,COSMA (this work) ,230.85,memory_p2
2733,2733,230218,1024,COSMA (this work) ,228.54149999999998,memory_p2
2733,2733,230218,1024,COSMA (this work) ,244.701,memory_p2
2793,2793,240505,1152,COSMA (this work) ,234.64999999999998,memory_p2
2793,2793,240505,1152,COSMA (this work) ,232.30349999999999,memory_p2
2793,2793,240505,1152,COSMA (this work) ,213.5315,memory_p2
2885,2885,256536,1332,COSMA (this work) ,252.7,memory_p2
2885,2885,256536,1332,COSMA (this work) ,262.808,memory_p2
2885,2885,256536,1332,COSMA (this work) ,240.065,memory_p2
3176,3176,310854,2048,COSMA (this work) ,240.35,memory_p2
3176,3176,310854,2048,COSMA (this work) ,245.15699999999998,memory_p2
3176,3176,310854,2048,COSMA (this work) ,254.771,memory_p2
3224,3224,320322,2196,COSMA (this work) ,232.75,memory_p2
3224,3224,320322,2196,COSMA (this work) ,223.44,memory_p2
3224,3224,320322,2196,COSMA (this work) ,211.8025,memory_p2
3258,3258,327274,2304,COSMA (this work) ,243.2,memory_p2
3258,3258,327274,2304,COSMA (this work) ,240.768,memory_p2
3258,3258,327274,2304,COSMA (this work) ,223.744,memory_p2
3434,3434,363410,2916,COSMA (this work) ,259.34999999999997,memory_p2
3434,3434,363410,2916,COSMA (this work) ,269.724,memory_p2
3434,3434,363410,2916,COSMA (this work) ,238.60199999999998,memory_p2
3540,3540,386366,3348,COSMA (this work) ,323.0,memory_p2
3540,3540,386366,3348,COSMA (this work) ,329.46,memory_p2
3540,3540,386366,3348,COSMA (this work) ,306.85,memory_p2
3704,3704,422986,4096,COSMA (this work) ,218.5,memory_p2
3704,3704,422986,4096,COSMA (this work) ,227.24,memory_p2
3704,3704,422986,4096,COSMA (this work) ,229.425,memory_p2
3801,3801,445378,4608,COSMA (this work) ,180.5,memory_p2
3801,3801,445378,4608,COSMA (this work) ,176.89,memory_p2
3801,3801,445378,4608,COSMA (this work) ,196.745,memory_p2
4202,4202,544241,7236,COSMA (this work) ,261.25,memory_p2
4202,4202,544241,7236,COSMA (this work) ,256.025,memory_p2
4202,4202,544241,7236,COSMA (this work) ,279.5375,memory_p2
4270,4270,561997,7776,COSMA (this work) ,205.2,memory_p2
4270,4270,561997,7776,COSMA (this work) ,199.04399999999998,memory_p2
4270,4270,561997,7776,COSMA (this work) ,194.94,memory_p2
4322,4322,575660,8192,COSMA (this work) ,215.64999999999998,memory_p2
4322,4322,575660,8192,COSMA (this work) ,209.18049999999997,memory_p2
4322,4322,575660,8192,COSMA (this work) ,232.902,memory_p2
4434,4434,605991,9216,COSMA (this work) ,213.75,memory_p2
4434,4434,605991,9216,COSMA (this work) ,222.3,memory_p2
4434,4434,605991,9216,COSMA (this work) ,224.4375,memory_p2
4701,4701,681221,11988,COSMA (this work) ,237.5,memory_p2
4701,4701,681221,11988,COSMA (this work) ,239.875,memory_p2
4701,4701,681221,11988,COSMA (this work) ,256.5,memory_p2
5041,5041,783310,16384,COSMA (this work) ,248.89999999999998,memory_p2
5041,5041,783310,16384,COSMA (this work) ,243.92199999999997,memory_p2
5041,5041,783310,16384,COSMA (this work) ,261.34499999999997,memory_p2
5082,5082,796164,17028,COSMA (this work) ,268.84999999999997,memory_p2
5082,5082,796164,17028,COSMA (this work) ,263.47299999999996,memory_p2
5082,5082,796164,17028,COSMA (this work) ,244.65349999999998,memory_p2
5173,5173,824736,18432,COSMA (this work) ,286.9,memory_p2
